path,participant_id,sequence_id,sign
train_landmark_files/22343/1689187396.parquet,22343,1689187396,who
train_landmark_files/18796/1689296366.parquet,18796,1689296366,drink
train_landmark_files/55372/1689439475.parquet,55372,1689439475,bye
train_landmark_files/27610/168946968.parquet,27610,168946968,flower
train_landmark_files/30680/1689708967.parquet,30680,1689708967,awake
train_landmark_files/28656/1690032324.parquet,28656,1690032324,awake
train_landmark_files/22343/1690088756.parquet,22343,1690088756,sad
train_landmark_files/32319/1690153407.parquet,32319,1690153407,brown
train_landmark_files/29302/1690174361.parquet,29302,1690174361,pizza
train_landmark_files/37779/1690304047.parquet,37779,1690304047,bee
train_landmark_files/4718/1690460781.parquet,4718,1690460781,uncle
train_landmark_files/55372/1690473326.parquet,55372,1690473326,who
train_landmark_files/61333/1690479517.parquet,61333,1690479517,kitty
train_landmark_files/27610/1690493758.parquet,27610,1690493758,farm
train_landmark_files/28656/1690532344.parquet,28656,1690532344,drink
train_landmark_files/26734/1690544611.parquet,26734,1690544611,food
train_landmark_files/53618/169055185.parquet,53618,169055185,nap
train_landmark_files/2044/1690578813.parquet,2044,1690578813,pizza
train_landmark_files/55372/1690766398.parquet,55372,1690766398,kitty
train_landmark_files/29302/1690891686.parquet,29302,1690891686,hello
train_landmark_files/30680/1690933716.parquet,30680,1690933716,pretty
train_landmark_files/22343/1691044891.parquet,22343,1691044891,mouse
train_landmark_files/61333/1691053299.parquet,61333,1691053299,sun
train_landmark_files/32319/169121738.parquet,32319,169121738,donkey
train_landmark_files/34503/1691229853.parquet,34503,1691229853,because
train_landmark_files/27610/1691293019.parquet,27610,1691293019,fireman
train_landmark_files/61333/1691644422.parquet,61333,1691644422,duck
train_landmark_files/55372/1691648554.parquet,55372,1691648554,sun
train_landmark_files/29302/1691686525.parquet,29302,1691686525,old
train_landmark_files/37055/1691866920.parquet,37055,1691866920,orange
train_landmark_files/37055/1692047494.parquet,37055,1692047494,orange
train_landmark_files/55372/1692333387.parquet,55372,1692333387,goose
train_landmark_files/26734/169244494.parquet,26734,169244494,listen
train_landmark_files/16069/1692494160.parquet,16069,1692494160,gift
train_landmark_files/53618/169269661.parquet,53618,169269661,yesterday
train_landmark_files/49445/1692724221.parquet,49445,1692724221,icecream
train_landmark_files/16069/1692729684.parquet,16069,1692729684,up
train_landmark_files/34503/1693172140.parquet,34503,1693172140,talk
train_landmark_files/30680/1693368527.parquet,30680,1693368527,donkey
train_landmark_files/26734/1693439624.parquet,26734,1693439624,hear
train_landmark_files/29302/1693443092.parquet,29302,1693443092,kitty
train_landmark_files/37779/169363726.parquet,37779,169363726,pretend
train_landmark_files/61333/1693779552.parquet,61333,1693779552,pretty
train_landmark_files/25571/1693786614.parquet,25571,1693786614,pen
train_landmark_files/26734/1693787493.parquet,26734,1693787493,glasswindow
train_landmark_files/37779/1694160298.parquet,37779,1694160298,hello
train_landmark_files/29302/1694179159.parquet,29302,1694179159,cat
train_landmark_files/37779/1694217286.parquet,37779,1694217286,man
train_landmark_files/25571/1694462269.parquet,25571,1694462269,horse
train_landmark_files/32319/1694489572.parquet,32319,1694489572,old
train_landmark_files/26734/1694512861.parquet,26734,1694512861,frog
train_landmark_files/34503/1694515824.parquet,34503,1694515824,drink
train_landmark_files/25571/1694678850.parquet,25571,1694678850,who
train_landmark_files/53618/1694704614.parquet,53618,1694704614,penny
train_landmark_files/16069/1694877003.parquet,16069,1694877003,mom
train_landmark_files/18796/1694945807.parquet,18796,1694945807,farm
train_landmark_files/16069/1695422525.parquet,16069,1695422525,hello
train_landmark_files/49445/1695767428.parquet,49445,1695767428,listen
train_landmark_files/61333/1695784531.parquet,61333,1695784531,sun
train_landmark_files/30680/1695847038.parquet,30680,1695847038,look
train_landmark_files/4718/1695897633.parquet,4718,1695897633,icecream
train_landmark_files/37779/1696034240.parquet,37779,1696034240,pajamas
train_landmark_files/25571/1696044980.parquet,25571,1696044980,pajamas
train_landmark_files/16069/1696099703.parquet,16069,1696099703,who
train_landmark_files/37055/1696106648.parquet,37055,1696106648,napkin
train_landmark_files/29302/1696198026.parquet,29302,1696198026,lion
train_landmark_files/25571/1696407850.parquet,25571,1696407850,eye
train_landmark_files/29302/1696441568.parquet,29302,1696441568,mouth
train_landmark_files/53618/1696571034.parquet,53618,1696571034,penny
train_landmark_files/16069/1696757219.parquet,16069,1696757219,cow
train_landmark_files/53618/1696776363.parquet,53618,1696776363,pajamas
train_landmark_files/34503/1696993706.parquet,34503,1696993706,look
train_landmark_files/28656/1697050894.parquet,28656,1697050894,eye
train_landmark_files/16069/1697195298.parquet,16069,1697195298,lion
train_landmark_files/16069/1697212786.parquet,16069,1697212786,lion
train_landmark_files/61333/1697302600.parquet,61333,1697302600,icecream
train_landmark_files/4718/1697332322.parquet,4718,1697332322,lion
train_landmark_files/16069/1697382300.parquet,16069,1697382300,loud
train_landmark_files/49445/1697489357.parquet,49445,1697489357,airplane
train_landmark_files/29302/1697558342.parquet,29302,1697558342,wake
train_landmark_files/30680/1697574109.parquet,30680,1697574109,sleepy
train_landmark_files/37779/1697652320.parquet,37779,1697652320,awake
train_landmark_files/62590/1697686219.parquet,62590,1697686219,pajamas
train_landmark_files/49445/1697907626.parquet,49445,1697907626,drink
train_landmark_files/26734/169811692.parquet,26734,169811692,gum
train_landmark_files/29302/1698143689.parquet,29302,1698143689,orange
train_landmark_files/37055/1698159807.parquet,37055,1698159807,mad
train_landmark_files/18796/1698215242.parquet,18796,1698215242,lips
train_landmark_files/18796/1698217203.parquet,18796,1698217203,awake
train_landmark_files/25571/1698422580.parquet,25571,1698422580,frog
train_landmark_files/53618/1698478793.parquet,53618,1698478793,duck
train_landmark_files/53618/1698568709.parquet,53618,1698568709,balloon
train_landmark_files/28656/1698647478.parquet,28656,1698647478,listen
train_landmark_files/18796/1698804500.parquet,18796,1698804500,mouse
train_landmark_files/18796/1698902864.parquet,18796,1698902864,awake
train_landmark_files/22343/1699212613.parquet,22343,1699212613,mad
train_landmark_files/18796/1699343907.parquet,18796,1699343907,flower
train_landmark_files/18796/1699371614.parquet,18796,1699371614,taste
train_landmark_files/26734/1699645986.parquet,26734,1699645986,aunt
train_landmark_files/36257/1699946705.parquet,36257,1699946705,eye
train_landmark_files/25571/170012288.parquet,25571,170012288,bye
train_landmark_files/36257/1700314988.parquet,36257,1700314988,gift
train_landmark_files/61333/170050947.parquet,61333,170050947,dry
train_landmark_files/55372/1700531618.parquet,55372,1700531618,tiger
train_landmark_files/26734/1700821284.parquet,26734,1700821284,up
train_landmark_files/28656/1700841167.parquet,28656,1700841167,pizza
train_landmark_files/28656/1700946502.parquet,28656,1700946502,sleepy
train_landmark_files/32319/1701040198.parquet,32319,1701040198,pretty
train_landmark_files/27610/1701153381.parquet,27610,1701153381,talk
train_landmark_files/36257/1701181882.parquet,36257,1701181882,ear
train_landmark_files/34503/1701688314.parquet,34503,1701688314,listen
train_landmark_files/27610/1701847632.parquet,27610,1701847632,old
train_landmark_files/22343/1702238136.parquet,22343,1702238136,sleepy
train_landmark_files/61333/1702431359.parquet,61333,1702431359,awake
train_landmark_files/34503/1702523815.parquet,34503,1702523815,wake
train_landmark_files/37055/1702658461.parquet,37055,1702658461,doll
train_landmark_files/2044/1702715201.parquet,2044,1702715201,blow
train_landmark_files/28656/1702858858.parquet,28656,1702858858,man
train_landmark_files/49445/1703241663.parquet,49445,1703241663,horse
train_landmark_files/18796/1703276273.parquet,18796,1703276273,think
train_landmark_files/2044/170331022.parquet,2044,170331022,nap
train_landmark_files/61333/1703458909.parquet,61333,1703458909,tooth
train_landmark_files/34503/1703519756.parquet,34503,1703519756,napkin
train_landmark_files/26734/1703710269.parquet,26734,1703710269,sleepy
train_landmark_files/4718/1703760958.parquet,4718,1703760958,icecream
train_landmark_files/49445/1703818032.parquet,49445,1703818032,kitty
train_landmark_files/30680/1703840280.parquet,30680,1703840280,nuts
train_landmark_files/27610/1704024992.parquet,27610,1704024992,drink
train_landmark_files/26734/1704092995.parquet,26734,1704092995,owl
train_landmark_files/18796/1704125561.parquet,18796,1704125561,wake
train_landmark_files/49445/170416040.parquet,49445,170416040,home
train_landmark_files/22343/1704274767.parquet,22343,1704274767,fireman
train_landmark_files/34503/1704291314.parquet,34503,1704291314,nuts
train_landmark_files/27610/1704489680.parquet,27610,1704489680,uncle
train_landmark_files/62590/1704534235.parquet,62590,1704534235,kitty
train_landmark_files/37779/170455441.parquet,37779,170455441,airplane
train_landmark_files/62590/1704652626.parquet,62590,1704652626,goose
train_landmark_files/62590/1704866115.parquet,62590,1704866115,fireman
train_landmark_files/28656/1705297092.parquet,28656,1705297092,penny
train_landmark_files/34503/1705320133.parquet,34503,1705320133,penny
train_landmark_files/53618/1705631265.parquet,53618,1705631265,pen
train_landmark_files/62590/1705683359.parquet,62590,1705683359,up
train_landmark_files/34503/1705815252.parquet,34503,1705815252,food
train_landmark_files/2044/1706123502.parquet,2044,1706123502,cat
train_landmark_files/18796/1706309076.parquet,18796,1706309076,flower
train_landmark_files/36257/1706360761.parquet,36257,1706360761,fireman
train_landmark_files/4718/1706522429.parquet,4718,1706522429,cat
train_landmark_files/37779/1706610070.parquet,37779,1706610070,farm
train_landmark_files/29302/1706941167.parquet,29302,1706941167,cat
train_landmark_files/49445/1707118675.parquet,49445,1707118675,listen
train_landmark_files/26734/1707208024.parquet,26734,1707208024,closet
train_landmark_files/53618/1707234053.parquet,53618,1707234053,bee
train_landmark_files/16069/1707326272.parquet,16069,1707326272,bird
train_landmark_files/61333/1707338421.parquet,61333,1707338421,nuts
train_landmark_files/26734/1707362839.parquet,26734,1707362839,eye
train_landmark_files/29302/1707390711.parquet,29302,1707390711,first
train_landmark_files/34503/1707485876.parquet,34503,1707485876,alligator
train_landmark_files/61333/1707557295.parquet,61333,1707557295,yesterday
train_landmark_files/49445/1707581836.parquet,49445,1707581836,look
train_landmark_files/16069/1707736327.parquet,16069,1707736327,pajamas
train_landmark_files/30680/1707877911.parquet,30680,1707877911,sun
train_landmark_files/30680/1707957282.parquet,30680,1707957282,penny
train_landmark_files/37779/1708018902.parquet,37779,1708018902,nuts
train_landmark_files/32319/1708080986.parquet,32319,1708080986,awake
train_landmark_files/18796/1708271469.parquet,18796,1708271469,fireman
train_landmark_files/16069/1708301781.parquet,16069,1708301781,glasswindow
train_landmark_files/18796/1708326546.parquet,18796,1708326546,awake
train_landmark_files/34503/1708426992.parquet,34503,1708426992,goose
train_landmark_files/49445/1709022398.parquet,49445,1709022398,home
train_landmark_files/62590/1709104426.parquet,62590,1709104426,up
train_landmark_files/36257/1709178952.parquet,36257,1709178952,pizza
train_landmark_files/53618/1709252175.parquet,53618,1709252175,awake
train_landmark_files/16069/1709307286.parquet,16069,1709307286,ear
train_landmark_files/30680/1709369535.parquet,30680,1709369535,brother
train_landmark_files/22343/1709840063.parquet,22343,1709840063,tooth
train_landmark_files/26734/1709905617.parquet,26734,1709905617,shhh
train_landmark_files/22343/1710048756.parquet,22343,1710048756,hear
train_landmark_files/25571/1710066023.parquet,25571,1710066023,balloon
train_landmark_files/62590/1710377654.parquet,62590,1710377654,doll
train_landmark_files/16069/1710396742.parquet,16069,1710396742,drink
train_landmark_files/18796/1710434301.parquet,18796,1710434301,cat
train_landmark_files/30680/1710950152.parquet,30680,1710950152,tooth
train_landmark_files/61333/1711045047.parquet,61333,1711045047,mouse
train_landmark_files/18796/1711120747.parquet,18796,1711120747,drink
train_landmark_files/16069/1711133263.parquet,16069,1711133263,pencil
train_landmark_files/27610/1711140710.parquet,27610,1711140710,alligator
train_landmark_files/27610/1711394929.parquet,27610,1711394929,home
train_landmark_files/37055/1711402407.parquet,37055,1711402407,glasswindow
train_landmark_files/62590/1711448670.parquet,62590,1711448670,mad
train_landmark_files/53618/1711589894.parquet,53618,1711589894,brown
train_landmark_files/29302/171166424.parquet,29302,171166424,listen
train_landmark_files/53618/1711731167.parquet,53618,1711731167,lips
train_landmark_files/49445/1711851589.parquet,49445,1711851589,flower
train_landmark_files/30680/1711854343.parquet,30680,1711854343,man
train_landmark_files/53618/1711974041.parquet,53618,1711974041,first
train_landmark_files/62590/171201210.parquet,62590,171201210,awake
train_landmark_files/28656/1712167827.parquet,28656,1712167827,pen
train_landmark_files/25571/1712220126.parquet,25571,1712220126,dry
train_landmark_files/49445/171229919.parquet,49445,171229919,man
train_landmark_files/4718/1712536370.parquet,4718,1712536370,napkin
train_landmark_files/53618/1712606195.parquet,53618,1712606195,alligator
train_landmark_files/18796/1712677285.parquet,18796,1712677285,penny
train_landmark_files/53618/1712858070.parquet,53618,1712858070,owl
train_landmark_files/29302/1713030966.parquet,29302,1713030966,bee
train_landmark_files/37055/1713148661.parquet,37055,1713148661,duck
train_landmark_files/30680/1713253811.parquet,30680,1713253811,uncle
train_landmark_files/29302/1713959381.parquet,29302,1713959381,toothbrush
train_landmark_files/22343/1713999160.parquet,22343,1713999160,home
train_landmark_files/27610/1714034175.parquet,27610,1714034175,kitty
train_landmark_files/49445/1714086185.parquet,49445,1714086185,awake
train_landmark_files/37779/1714229862.parquet,37779,1714229862,icecream
train_landmark_files/25571/171425214.parquet,25571,171425214,awake
train_landmark_files/2044/1714342987.parquet,2044,1714342987,man
train_landmark_files/2044/1714446758.parquet,2044,1714446758,flower
train_landmark_files/62590/1714467418.parquet,62590,1714467418,fireman
train_landmark_files/4718/1714474555.parquet,4718,1714474555,lion
train_landmark_files/18796/1714736128.parquet,18796,1714736128,napkin
train_landmark_files/62590/1714969061.parquet,62590,1714969061,pajamas
train_landmark_files/55372/1715113907.parquet,55372,1715113907,awake
train_landmark_files/22343/1715355067.parquet,22343,1715355067,mouth
train_landmark_files/28656/1715394420.parquet,28656,1715394420,cow
train_landmark_files/62590/1715768456.parquet,62590,1715768456,cry
train_landmark_files/29302/1715850178.parquet,29302,1715850178,think
train_landmark_files/28656/1716040488.parquet,28656,1716040488,bye
train_landmark_files/2044/1716073856.parquet,2044,1716073856,mouse
train_landmark_files/32319/1716548736.parquet,32319,1716548736,hear
train_landmark_files/27610/1716559710.parquet,27610,1716559710,awake
train_landmark_files/29302/1716625394.parquet,29302,1716625394,man
train_landmark_files/22343/1716844710.parquet,22343,1716844710,eye
train_landmark_files/18796/1717091591.parquet,18796,1717091591,up
train_landmark_files/27610/171709169.parquet,27610,171709169,tiger
train_landmark_files/49445/1717134641.parquet,49445,1717134641,man
train_landmark_files/28656/1717182888.parquet,28656,1717182888,hello
train_landmark_files/2044/1717184281.parquet,2044,1717184281,hear
train_landmark_files/22343/1717217086.parquet,22343,1717217086,tooth
train_landmark_files/62590/1717323657.parquet,62590,1717323657,make
train_landmark_files/25571/1717399191.parquet,25571,1717399191,listen
train_landmark_files/34503/1717501211.parquet,34503,1717501211,cry
train_landmark_files/16069/1717506132.parquet,16069,1717506132,gum
train_landmark_files/37779/1717566486.parquet,37779,1717566486,duck
train_landmark_files/55372/1717642544.parquet,55372,1717642544,listen
train_landmark_files/55372/1717863036.parquet,55372,1717863036,cow
train_landmark_files/37779/1717886783.parquet,37779,1717886783,yesterday
train_landmark_files/2044/1717977766.parquet,2044,1717977766,donkey
train_landmark_files/26734/1718138641.parquet,26734,1718138641,penny
train_landmark_files/29302/1718171358.parquet,29302,1718171358,taste
train_landmark_files/2044/1718176058.parquet,2044,1718176058,kiss
train_landmark_files/61333/1718184069.parquet,61333,1718184069,brown
train_landmark_files/53618/1718411218.parquet,53618,1718411218,mom
train_landmark_files/4718/1718690504.parquet,4718,1718690504,owl
train_landmark_files/49445/1718848063.parquet,49445,1718848063,home
train_landmark_files/62590/171888851.parquet,62590,171888851,farm
train_landmark_files/30680/171894233.parquet,30680,171894233,farm
train_landmark_files/37779/1719192481.parquet,37779,1719192481,man
train_landmark_files/28656/1719590281.parquet,28656,1719590281,balloon
train_landmark_files/36257/1719591050.parquet,36257,1719591050,nuts
train_landmark_files/29302/1719687400.parquet,29302,1719687400,awake
train_landmark_files/49445/1719787247.parquet,49445,1719787247,talk
train_landmark_files/26734/1719875320.parquet,26734,1719875320,donkey
train_landmark_files/62590/1719880858.parquet,62590,1719880858,mouse
train_landmark_files/36257/1719976450.parquet,36257,1719976450,horse
train_landmark_files/2044/1720005367.parquet,2044,1720005367,sad
train_landmark_files/34503/1720009951.parquet,34503,1720009951,toothbrush
train_landmark_files/49445/1720287967.parquet,49445,1720287967,kitty
train_landmark_files/27610/1720305493.parquet,27610,1720305493,pretend
train_landmark_files/62590/1720360036.parquet,62590,1720360036,doll
train_landmark_files/27610/1720898270.parquet,27610,1720898270,awake
train_landmark_files/36257/1720949531.parquet,36257,1720949531,eye
train_landmark_files/53618/1721211.parquet,53618,1721211,cat
train_landmark_files/16069/1721312110.parquet,16069,1721312110,fireman
train_landmark_files/62590/1721321871.parquet,62590,1721321871,dry
train_landmark_files/55372/1721333437.parquet,55372,1721333437,wake
train_landmark_files/37055/1721491272.parquet,37055,1721491272,ear
train_landmark_files/32319/1721555938.parquet,32319,1721555938,napkin
train_landmark_files/18796/1721786099.parquet,18796,1721786099,hear
train_landmark_files/26734/1721833240.parquet,26734,1721833240,brown
train_landmark_files/32319/172185810.parquet,32319,172185810,lion
train_landmark_files/32319/1722166584.parquet,32319,1722166584,sleepy
train_landmark_files/2044/1722436145.parquet,2044,1722436145,hello
train_landmark_files/30680/1723011318.parquet,30680,1723011318,yesterday
train_landmark_files/49445/1723109145.parquet,49445,1723109145,ear
train_landmark_files/37779/1723216343.parquet,37779,1723216343,farm
train_landmark_files/4718/1723317228.parquet,4718,1723317228,closet
train_landmark_files/55372/1723507082.parquet,55372,1723507082,old
train_landmark_files/18796/1723567764.parquet,18796,1723567764,who
train_landmark_files/61333/1723611733.parquet,61333,1723611733,blow
train_landmark_files/53618/1723750801.parquet,53618,1723750801,up
train_landmark_files/29302/1723843089.parquet,29302,1723843089,orange
train_landmark_files/37055/1723988640.parquet,37055,1723988640,find
train_landmark_files/61333/1724331031.parquet,61333,1724331031,orange
train_landmark_files/2044/1724417482.parquet,2044,1724417482,closet
train_landmark_files/26734/1724737653.parquet,26734,1724737653,food
train_landmark_files/37779/1724817649.parquet,37779,1724817649,think
train_landmark_files/61333/1724836679.parquet,61333,1724836679,airplane
train_landmark_files/16069/1724999207.parquet,16069,1724999207,nuts
train_landmark_files/16069/1725022570.parquet,16069,1725022570,awake
train_landmark_files/18796/1725023263.parquet,18796,1725023263,bird
train_landmark_files/4718/1725175353.parquet,4718,1725175353,horse
train_landmark_files/22343/1725240634.parquet,22343,1725240634,lips
train_landmark_files/61333/1725363355.parquet,61333,1725363355,shhh
train_landmark_files/4718/1725561872.parquet,4718,1725561872,toothbrush
train_landmark_files/2044/1725596395.parquet,2044,1725596395,sun
train_landmark_files/32319/1725614824.parquet,32319,1725614824,loud
train_landmark_files/36257/1725900163.parquet,36257,1725900163,kitty
train_landmark_files/49445/1726077607.parquet,49445,1726077607,find
train_landmark_files/61333/1726269587.parquet,61333,1726269587,talk
train_landmark_files/30680/1726368666.parquet,30680,1726368666,bye
train_landmark_files/29302/1726368929.parquet,29302,1726368929,bye
train_landmark_files/30680/1726434958.parquet,30680,1726434958,brother
train_landmark_files/28656/1726451651.parquet,28656,1726451651,make
train_landmark_files/27610/1726612386.parquet,27610,1726612386,bird
train_landmark_files/34503/1726644516.parquet,34503,1726644516,toothbrush
train_landmark_files/62590/1726818390.parquet,62590,1726818390,nuts
train_landmark_files/4718/1726891406.parquet,4718,1726891406,horse
train_landmark_files/16069/1727127525.parquet,16069,1727127525,fireman
train_landmark_files/53618/1727251122.parquet,53618,1727251122,lips
train_landmark_files/30680/1727268471.parquet,30680,1727268471,food
train_landmark_files/2044/172731463.parquet,2044,172731463,lips
train_landmark_files/49445/172736652.parquet,49445,172736652,yesterday
train_landmark_files/25571/1727473819.parquet,25571,1727473819,frog
train_landmark_files/4718/1727945316.parquet,4718,1727945316,toothbrush
train_landmark_files/53618/1727975464.parquet,53618,1727975464,awake
train_landmark_files/28656/1728224227.parquet,28656,1728224227,pretty
train_landmark_files/61333/1728237179.parquet,61333,1728237179,aunt
train_landmark_files/27610/1728527181.parquet,27610,1728527181,sleepy
train_landmark_files/25571/1728530453.parquet,25571,1728530453,horse
train_landmark_files/26734/1728547444.parquet,26734,1728547444,bird
train_landmark_files/55372/1729128738.parquet,55372,1729128738,duck
train_landmark_files/32319/1729414950.parquet,32319,1729414950,mouse
train_landmark_files/61333/1729468270.parquet,61333,1729468270,talk
train_landmark_files/28656/1729562314.parquet,28656,1729562314,sun
train_landmark_files/37055/1729872491.parquet,37055,1729872491,icecream
train_landmark_files/32319/1730377858.parquet,32319,1730377858,lips
train_landmark_files/34503/1730670472.parquet,34503,1730670472,aunt
train_landmark_files/30680/173068590.parquet,30680,173068590,taste
train_landmark_files/30680/1730765739.parquet,30680,1730765739,horse
train_landmark_files/53618/1730907429.parquet,53618,1730907429,pretty
train_landmark_files/36257/173092575.parquet,36257,173092575,yesterday
train_landmark_files/22343/1730955666.parquet,22343,1730955666,ear
train_landmark_files/34503/1730968744.parquet,34503,1730968744,aunt
train_landmark_files/49445/1730983307.parquet,49445,1730983307,gift
train_landmark_files/18796/1730983700.parquet,18796,1730983700,pretend
train_landmark_files/49445/1731017190.parquet,49445,1731017190,think
train_landmark_files/49445/1731399096.parquet,49445,1731399096,doll
train_landmark_files/26734/1731420878.parquet,26734,1731420878,doll
train_landmark_files/55372/1731580286.parquet,55372,1731580286,hello
train_landmark_files/26734/1731742617.parquet,26734,1731742617,farm
train_landmark_files/27610/1732188404.parquet,27610,1732188404,flower
train_landmark_files/27610/1732256457.parquet,27610,1732256457,airplane
train_landmark_files/49445/1732283161.parquet,49445,1732283161,old
train_landmark_files/18796/1732370439.parquet,18796,1732370439,food
train_landmark_files/34503/1732813351.parquet,34503,1732813351,nap
train_landmark_files/61333/1732994507.parquet,61333,1732994507,alligator
train_landmark_files/2044/1733031565.parquet,2044,1733031565,horse
train_landmark_files/34503/1733176621.parquet,34503,1733176621,find
train_landmark_files/28656/17336609.parquet,28656,17336609,because
train_landmark_files/37779/1733714023.parquet,37779,1733714023,who
train_landmark_files/61333/1733742316.parquet,61333,1733742316,old
train_landmark_files/37055/1733829577.parquet,37055,1733829577,nap
train_landmark_files/25571/173385725.parquet,25571,173385725,toothbrush
train_landmark_files/32319/1733948473.parquet,32319,1733948473,penny
train_landmark_files/22343/1734060339.parquet,22343,1734060339,napkin
train_landmark_files/55372/1734150628.parquet,55372,1734150628,nap
train_landmark_files/49445/1734178240.parquet,49445,1734178240,cry
train_landmark_files/49445/1734267872.parquet,49445,1734267872,icecream
train_landmark_files/37055/1734351978.parquet,37055,1734351978,bye
train_landmark_files/34503/1734407326.parquet,34503,1734407326,gum
train_landmark_files/61333/1734453036.parquet,61333,1734453036,pajamas
train_landmark_files/32319/1734471234.parquet,32319,1734471234,blow
train_landmark_files/26734/173453765.parquet,26734,173453765,shhh
train_landmark_files/4718/1734687210.parquet,4718,1734687210,airplane
train_landmark_files/4718/1734718048.parquet,4718,1734718048,because
train_landmark_files/28656/1734857033.parquet,28656,1734857033,mouse
train_landmark_files/29302/1735318135.parquet,29302,1735318135,who
train_landmark_files/37779/1735379748.parquet,37779,1735379748,frog
train_landmark_files/32319/1735447389.parquet,32319,1735447389,uncle
train_landmark_files/36257/1735448589.parquet,36257,1735448589,sleepy
train_landmark_files/18796/1735558066.parquet,18796,1735558066,donkey
train_landmark_files/28656/173557091.parquet,28656,173557091,hello
train_landmark_files/4718/1735654288.parquet,4718,1735654288,blow
train_landmark_files/22343/1735859703.parquet,22343,1735859703,penny
train_landmark_files/61333/1736098156.parquet,61333,1736098156,toothbrush
train_landmark_files/29302/1736242638.parquet,29302,1736242638,doll
train_landmark_files/37779/1736352471.parquet,37779,1736352471,nuts
train_landmark_files/25571/1736432446.parquet,25571,1736432446,penny
train_landmark_files/30680/1737030441.parquet,30680,1737030441,penny
train_landmark_files/27610/1737132850.parquet,27610,1737132850,pretty
train_landmark_files/61333/17371977.parquet,61333,17371977,mad
train_landmark_files/55372/1737368976.parquet,55372,1737368976,nuts
train_landmark_files/37779/1737534212.parquet,37779,1737534212,ear
train_landmark_files/53618/1737600150.parquet,53618,1737600150,donkey
train_landmark_files/32319/173770644.parquet,32319,173770644,doll
train_landmark_files/49445/1737714054.parquet,49445,1737714054,glasswindow
train_landmark_files/18796/1738094174.parquet,18796,1738094174,awake
train_landmark_files/55372/1738160474.parquet,55372,1738160474,sad
train_landmark_files/34503/1738257296.parquet,34503,1738257296,lips
train_landmark_files/53618/1738295749.parquet,53618,1738295749,pretty
train_landmark_files/62590/1738393236.parquet,62590,1738393236,hello
train_landmark_files/29302/1738469067.parquet,29302,1738469067,pajamas
train_landmark_files/36257/1738494781.parquet,36257,1738494781,make
train_landmark_files/37055/1738507539.parquet,37055,1738507539,bye
train_landmark_files/62590/1738553572.parquet,62590,1738553572,loud
train_landmark_files/29302/1738714605.parquet,29302,1738714605,cow
train_landmark_files/26734/1738732576.parquet,26734,1738732576,cow
train_landmark_files/53618/1738843683.parquet,53618,1738843683,sad
train_landmark_files/61333/1738916566.parquet,61333,1738916566,horse
train_landmark_files/29302/1739008869.parquet,29302,1739008869,sleepy
train_landmark_files/49445/173905394.parquet,49445,173905394,blow
train_landmark_files/61333/1739102246.parquet,61333,1739102246,duck
train_landmark_files/28656/1739255217.parquet,28656,1739255217,pajamas
train_landmark_files/62590/1739322839.parquet,62590,1739322839,orange
train_landmark_files/62590/1739471371.parquet,62590,1739471371,brother
train_landmark_files/2044/1739548776.parquet,2044,1739548776,dry
train_landmark_files/25571/1739565797.parquet,25571,1739565797,mouse
train_landmark_files/4718/1739619089.parquet,4718,1739619089,cat
train_landmark_files/62590/1739647108.parquet,62590,1739647108,duck
train_landmark_files/37055/1739710439.parquet,37055,1739710439,talk
train_landmark_files/30680/1739730148.parquet,30680,1739730148,pencil
train_landmark_files/27610/1739751962.parquet,27610,1739751962,make
train_landmark_files/4718/1739853391.parquet,4718,1739853391,make
train_landmark_files/27610/1739881471.parquet,27610,1739881471,sleepy
train_landmark_files/2044/1739933438.parquet,2044,1739933438,loud
train_landmark_files/27610/1740357553.parquet,27610,1740357553,cry
train_landmark_files/61333/1740533037.parquet,61333,1740533037,make
train_landmark_files/25571/1740990415.parquet,25571,1740990415,pizza
train_landmark_files/55372/1741222499.parquet,55372,1741222499,blow
train_landmark_files/16069/1741390414.parquet,16069,1741390414,make
train_landmark_files/16069/174155742.parquet,16069,174155742,napkin
train_landmark_files/16069/1741593945.parquet,16069,1741593945,owl
train_landmark_files/29302/1741671031.parquet,29302,1741671031,bird
train_landmark_files/37055/1741676094.parquet,37055,1741676094,alligator
train_landmark_files/26734/1741701007.parquet,26734,1741701007,gum
train_landmark_files/30680/1741862395.parquet,30680,1741862395,who
train_landmark_files/36257/1741948669.parquet,36257,1741948669,hello
train_landmark_files/22343/1742001224.parquet,22343,1742001224,donkey
train_landmark_files/25571/1742064951.parquet,25571,1742064951,bird
train_landmark_files/28656/1742271777.parquet,28656,1742271777,food
train_landmark_files/53618/1742366834.parquet,53618,1742366834,toothbrush
train_landmark_files/61333/1742535296.parquet,61333,1742535296,frog
train_landmark_files/22343/174256010.parquet,22343,174256010,yesterday
train_landmark_files/18796/1742622736.parquet,18796,1742622736,nap
train_landmark_files/49445/174273369.parquet,49445,174273369,look
train_landmark_files/62590/174280020.parquet,62590,174280020,mouth
train_landmark_files/37779/1742898827.parquet,37779,1742898827,who
train_landmark_files/2044/1743224623.parquet,2044,1743224623,closet
train_landmark_files/25571/1743284981.parquet,25571,1743284981,mouse
train_landmark_files/28656/1743425665.parquet,28656,1743425665,talk
train_landmark_files/18796/1743582460.parquet,18796,1743582460,taste
train_landmark_files/26734/1743992602.parquet,26734,1743992602,donkey
